Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-07-13 00:00:00-04:00,28.002574643083992,28.16607119344643,27.843558386556932,28.143674850463867,165762000,0.0,0.0
2015-07-14 00:00:00-04:00,28.22877688105157,28.302686338299388,28.004810071499016,28.132471084594727,127072400,0.0,0.0
2015-07-15 00:00:00-04:00,28.157109732709237,28.477382363314426,28.125754513662404,28.403472900390625,134596800,0.0,0.0
2015-07-16 00:00:00-04:00,28.609524884855325,28.79541948882042,28.5221779502239,28.781978607177734,144889600,0.0,0.0
2015-07-17 00:00:00-04:00,28.909638032088125,29.03057861328125,28.73718262083749,29.03057861328125,184658800,0.0,0.0
2015-07-20 00:00:00-04:00,29.33293694616204,29.78087062063352,29.272464943218825,29.579301834106445,235600800,0.0,0.0
2015-07-21 00:00:00-04:00,29.753996440351017,29.769672342270248,29.187360601323384,29.28366470336914,307025600,0.0,0.0
2015-07-22 00:00:00-04:00,27.32171980088405,28.10784404505108,27.32171980088405,28.045133590698242,461802400,0.0,0.0
2015-07-23 00:00:00-04:00,28.264614608139762,28.46394495963105,28.009292546482797,28.03169059753418,203998000,0.0,0.0
2015-07-24 00:00:00-04:00,28.06751805590559,28.161583697615026,27.749485624184548,27.883865356445312,168649200,0.0,0.0
2015-07-27 00:00:00-04:00,27.568083520632968,27.684547259692128,27.350837073843998,27.496414184570312,177822000,0.0,0.0
2015-07-28 00:00:00-04:00,27.63302993774414,27.751733806155517,27.447138746844526,27.63302993774414,134472400,0.0,0.0
2015-07-29 00:00:00-04:00,27.581514604291346,27.659902650623785,27.384422706391206,27.545679092407227,148046800,0.0,0.0
2015-07-30 00:00:00-04:00,27.39563461876668,27.451626350877365,27.259014655718044,27.40683364868164,134513200,0.0,0.0
2015-07-31 00:00:00-04:00,27.458333054483976,27.467291932744207,27.079830273194275,27.167177200317383,171540000,0.0,0.0
2015-08-03 00:00:00-04:00,27.211964402858822,27.451608794682908,26.320575845886513,26.526626586914062,279904000,0.0,0.0
2015-08-04 00:00:00-04:00,26.298187578080213,26.360898023782894,25.364246207297786,25.675559997558594,496554400,0.0,0.0
2015-08-05 00:00:00-04:00,25.2970613806723,26.302674020150064,25.106689852081892,25.845781326293945,397250400,0.0,0.0
2015-08-06 00:00:00-04:00,26.091002202592456,26.210241653937203,25.67478840803341,25.90201759338379,211612000,0.13,0.0
2015-08-07 00:00:00-04:00,25.77827694607466,26.153994127175643,25.760278086551494,25.989757537841797,154681600,0.0,0.0
2015-08-10 00:00:00-04:00,26.21698661975205,26.995419217814426,26.21698661975205,26.934675216674805,219806400,0.0,0.0
2015-08-11 00:00:00-04:00,26.504968744081115,26.588212199107108,25.497056434491412,25.533052444458008,388331200,0.0,0.0
2015-08-12 00:00:00-04:00,25.317066322254924,25.967260110690887,24.664622247237084,25.9267635345459,404870000,0.0,0.0
2015-08-13 00:00:00-04:00,26.106753474275326,26.18774664138051,25.769282516825747,25.90652084350586,194143200,0.0,0.0
2015-08-14 00:00:00-04:00,25.71977902233941,26.167489881749052,25.65003559401733,26.088747024536133,171718000,0.0,0.0
2015-08-17 00:00:00-04:00,26.106743846866593,26.46896267827064,25.985254141010692,26.358722686767578,163538800,0.0,0.0
2015-08-18 00:00:00-04:00,26.194494649758383,26.42172556519588,26.10000319772274,26.210243225097656,138242800,0.0,0.0
2015-08-19 00:00:00-04:00,26.120252877838944,26.214744338004866,25.80078076977352,25.875024795532227,193146000,0.0,0.0
2015-08-20 00:00:00-04:00,25.665783173258816,25.72652717034178,25.114579761145983,25.34406089782715,274006400,0.0,0.0
2015-08-21 00:00:00-04:00,24.844600168210086,25.17532182422948,23.76919350201453,23.793941497802734,513102000,0.0,0.0
2015-08-24 00:00:00-04:00,21.343909004342557,24.477888664260377,20.69821409876855,23.19999885559082,648825200,0.0,0.0
2015-08-25 00:00:00-04:00,24.997598809424595,24.997598809424595,23.28549601802814,23.33949089050293,414406400,0.0,0.0
2015-08-26 00:00:00-04:00,24.09317251935836,24.72311890919554,23.63421358890838,24.678123474121094,387098400,0.0,0.0
2015-08-27 00:00:00-04:00,25.24957449879677,25.476803677990713,24.75236584250581,25.404809951782227,338464400,0.0,0.0
2015-08-28 00:00:00-04:00,25.236069701368596,25.492547409546454,25.0943325625752,25.488048553466797,212657600,0.0,0.0
2015-08-31 00:00:00-04:00,25.2045816552233,25.767033273759807,25.197832510435443,25.368818283081055,224917200,0.0,0.0
