Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-07-13 00:00:00+02:00,134.86475960863754,136.3735040963863,134.86475960863754,135.78677368164062,1274659,0.0,0.0
2015-07-14 00:00:00+02:00,135.5353298393453,136.37351989746094,134.31995681303067,136.37351989746094,626028,0.0,0.0
2015-07-15 00:00:00+02:00,136.41544396367973,136.5830794321027,135.11624670131044,135.36770629882812,838607,0.0,0.0
2015-07-16 00:00:00+02:00,136.2058892437573,137.96609354373678,135.78679419993037,136.0382537841797,1503743,0.0,0.0
2015-07-17 00:00:00+02:00,136.6249884039599,140.06157298278802,136.33161674853574,139.9358367919922,1186561,0.0,0.0
2015-07-20 00:00:00+02:00,140.64831240005762,142.53424027338738,139.64248675890178,141.7798614501953,875068,0.0,0.0
2015-07-21 00:00:00+02:00,141.86367996841471,142.91141763435576,140.6063947692855,141.10931396484375,745660,0.0,0.0
2015-07-22 00:00:00+02:00,140.06154919604202,141.65410502419545,139.85200170340266,140.39682006835938,571982,0.0,0.0
2015-07-23 00:00:00+02:00,141.27693214000908,141.65411509562435,139.51672796078472,140.14537048339844,591934,0.0,0.0
2015-07-24 00:00:00+02:00,140.1454016703804,142.45042476624118,138.80430499755843,139.18148803710938,742718,0.0,0.0
2015-07-27 00:00:00+02:00,138.67853222663558,139.13953928221025,134.7809538626481,134.90667724609375,932594,0.0,0.0
2015-07-28 00:00:00+02:00,137.58891756942995,139.81012929517075,137.0860111183365,138.97193908691406,1143499,0.0,0.0
2015-07-29 00:00:00+02:00,143.37242131709044,144.16869936610115,141.402669436589,141.6541290283203,1726840,0.0,0.0
2015-07-30 00:00:00+02:00,141.90556281161426,142.32465779169007,139.81008791123534,141.31883239746094,874426,0.0,0.0
2015-07-31 00:00:00+02:00,141.27696714942792,143.07907104492188,140.77404789080407,143.07907104492188,844474,0.0,0.0
2015-08-03 00:00:00+02:00,143.07903956807468,144.04296580341554,142.19893745398613,143.4562225341797,631723,0.0,0.0
2015-08-04 00:00:00+02:00,143.54003001816608,143.6238541297026,142.19892097216385,143.414306640625,472366,0.0,0.0
2015-08-05 00:00:00+02:00,144.16871319230017,147.2700143483671,143.87534150885077,147.1862030029297,941618,0.0,0.0
2015-08-06 00:00:00+02:00,146.68326714375144,148.02437641640068,146.55754374496317,146.9766387939453,611709,0.0,0.0
2015-08-07 00:00:00+02:00,146.76706959315374,146.76706959315374,144.92304141816751,145.38404846191406,589595,0.0,0.0
2015-08-10 00:00:00+02:00,146.05463029390458,146.51563742380418,144.96498056589635,146.09654235839844,602360,0.0,0.0
2015-08-11 00:00:00+02:00,144.5878090749296,144.62972114275985,137.50510446370535,138.1756591796875,1472539,0.0,0.0
2015-08-12 00:00:00+02:00,135.36769626855312,135.36769626855312,129.83563669213638,130.63192749023438,1995172,0.0,0.0
2015-08-13 00:00:00+02:00,132.9369468549172,135.07432124753433,132.9369468549172,134.4456787109375,1212700,0.0,0.0
2015-08-14 00:00:00+02:00,134.9066954574291,135.78679762964856,133.02076771257288,133.775146484375,684756,0.0,0.0
2015-08-17 00:00:00+02:00,135.36770301732793,136.20589312889032,132.47594969039085,134.36187744140625,593420,0.0,0.0
2015-08-18 00:00:00+02:00,133.77512823772543,134.65521750013647,132.55974251389242,133.18838500976562,538111,0.0,0.0
2015-08-19 00:00:00+02:00,132.18256118189794,132.3921086830708,129.1650848388672,129.1650848388672,865757,0.0,0.0
2015-08-20 00:00:00+02:00,128.78788862242533,129.3327197972922,123.71684934485252,124.09403228759766,1455796,0.0,0.0
2015-08-21 00:00:00+02:00,121.8728156603448,125.85421798969273,121.83091639395222,122.12427520751953,1537509,0.0,0.0
2015-08-24 00:00:00+02:00,119.06488721334021,121.28608550705646,112.98800996060133,116.7598648071289,2917559,0.0,0.0
2015-08-25 00:00:00+02:00,118.77152520409719,124.63885543934315,117.97524723012394,123.67494201660156,2034184,0.0,0.0
2015-08-26 00:00:00+02:00,123.21392863218274,124.13594273785307,119.98689205210081,122.25001525878906,1381801,0.0,0.0
2015-08-27 00:00:00+02:00,125.89617329558459,127.44683037773054,124.97417169222255,126.69245147705078,1143928,0.0,0.0
2015-08-28 00:00:00+02:00,127.02773769721202,127.32109661720602,124.51316689273973,126.52481842041016,698027,0.0,0.0
2015-08-31 00:00:00+02:00,125.30940570683867,125.93804821038468,123.71684981376123,124.59693908691406,616837,0.0,0.0
